"COU","Country","DESIG","Designation","DOMAIN","Domain","MEASURE","Measure","CALCULATION","Calculation method","SCOPE","Scope","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NOR","Norway","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2018","2018","PC","Percentage","0","Units",,,17.381,,
"NOR","Norway","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2019","2019","PC","Percentage","0","Units",,,17.5,,
"NOR","Norway","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2020","2020","PC","Percentage","0","Units",,,17.594,,
"NOR","Norway","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2021","2021","PC","Percentage","0","Units",,,17.655,,
"NOR","Norway","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2022","2022","PC","Percentage","0","Units",,,17.662,,
"POL","Poland","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","1950","1950","PC","Percentage","0","Units",,,0.069,,
"POL","Poland","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","1960","1960","PC","Percentage","0","Units",,,0.401,,
"POL","Poland","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","1970","1970","PC","Percentage","0","Units",,,0.553,,
"POL","Poland","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","1980","1980","PC","Percentage","0","Units",,,2.037,,
"POL","Poland","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","1990","1990","PC","Percentage","0","Units",,,13.62,,
"POL","Poland","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2000","2000","PC","Percentage","0","Units",,,29.719,,
"POL","Poland","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2010","2010","PC","Percentage","0","Units",,,38.745,,
"POL","Poland","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2015","2015","PC","Percentage","0","Units",,,39.385,,
"POL","Poland","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2016","2016","PC","Percentage","0","Units",,,39.385,,
"POL","Poland","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2017","2017","PC","Percentage","0","Units",,,39.412,,
"POL","Poland","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2018","2018","PC","Percentage","0","Units",,,39.514,,
"POL","Poland","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2019","2019","PC","Percentage","0","Units",,,39.536,,
"POL","Poland","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2020","2020","PC","Percentage","0","Units",,,39.536,,
"POL","Poland","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2021","2021","PC","Percentage","0","Units",,,39.557,,
"POL","Poland","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2022","2022","PC","Percentage","0","Units",,,39.557,,
"PRT","Portugal","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","1950","1950","PC","Percentage","0","Units",,,1.351,,
"PRT","Portugal","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","1960","1960","PC","Percentage","0","Units",,,1.351,,
"PRT","Portugal","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","1970","1970","PC","Percentage","0","Units",,,1.351,,
"PRT","Portugal","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","1980","1980","PC","Percentage","0","Units",,,4.18,,
"PRT","Portugal","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","1990","1990","PC","Percentage","0","Units",,,7.308,,
"PRT","Portugal","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2000","2000","PC","Percentage","0","Units",,,12.328,,
"PRT","Portugal","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2010","2010","PC","Percentage","0","Units",,,21.906,,
"PRT","Portugal","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2015","2015","PC","Percentage","0","Units",,,22.671,,
"PRT","Portugal","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2016","2016","PC","Percentage","0","Units",,,22.671,,
"PRT","Portugal","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2017","2017","PC","Percentage","0","Units",,,22.709,,
"PRT","Portugal","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2018","2018","PC","Percentage","0","Units",,,22.711,,
"PRT","Portugal","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2019","2019","PC","Percentage","0","Units",,,22.711,,
"PRT","Portugal","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2020","2020","PC","Percentage","0","Units",,,22.711,,
"PRT","Portugal","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2021","2021","PC","Percentage","0","Units",,,22.711,,
"PRT","Portugal","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2022","2022","PC","Percentage","0","Units",,,22.711,,
"SVK","Slovak Republic","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","1950","1950","PC","Percentage","0","Units",,,3.345,,
"SVK","Slovak Republic","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","1960","1960","PC","Percentage","0","Units",,,3.347,,
"SVK","Slovak Republic","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","1970","1970","PC","Percentage","0","Units",,,3.367,,
"SVK","Slovak Republic","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","1980","1980","PC","Percentage","0","Units",,,4.975,,
"SVK","Slovak Republic","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","1990","1990","PC","Percentage","0","Units",,,8.816,,
"SVK","Slovak Republic","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2000","2000","PC","Percentage","0","Units",,,15.477,,
"SVK","Slovak Republic","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2010","2010","PC","Percentage","0","Units",,,34.712,,
"SVK","Slovak Republic","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2015","2015","PC","Percentage","0","Units",,,37.253,,
"SVK","Slovak Republic","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2016","2016","PC","Percentage","0","Units",,,37.273,,
"SVK","Slovak Republic","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2017","2017","PC","Percentage","0","Units",,,37.273,,
"SVK","Slovak Republic","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2018","2018","PC","Percentage","0","Units",,,37.273,,
"SVK","Slovak Republic","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2019","2019","PC","Percentage","0","Units",,,37.273,,
"SVK","Slovak Republic","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2020","2020","PC","Percentage","0","Units",,,37.273,,
"SVK","Slovak Republic","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2021","2021","PC","Percentage","0","Units",,,37.279,,
"SVK","Slovak Republic","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2022","2022","PC","Percentage","0","Units",,,37.279,,
"ESP","Spain","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","1950","1950","PC","Percentage","0","Units",,,1.138,,
"ESP","Spain","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","1960","1960","PC","Percentage","0","Units",,,1.213,,
"ESP","Spain","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","1970","1970","PC","Percentage","0","Units",,,1.321,,
"ESP","Spain","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","1980","1980","PC","Percentage","0","Units",,,1.433,,
"ESP","Spain","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","1990","1990","PC","Percentage","0","Units",,,7.495,,
"ESP","Spain","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2000","2000","PC","Percentage","0","Units",,,15.863,,
"ESP","Spain","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2010","2010","PC","Percentage","0","Units",,,23.857,,
"ESP","Spain","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2015","2015","PC","Percentage","0","Units",,,27.596,,
"ESP","Spain","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2016","2016","PC","Percentage","0","Units",,,27.672,,
"ESP","Spain","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2017","2017","PC","Percentage","0","Units",,,27.958,,
"ESP","Spain","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2018","2018","PC","Percentage","0","Units",,,27.985,,
"ESP","Spain","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2019","2019","PC","Percentage","0","Units",,,27.997,,
"ESP","Spain","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2020","2020","PC","Percentage","0","Units",,,28.095,,
"ESP","Spain","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2021","2021","PC","Percentage","0","Units",,,28.097,,
"ESP","Spain","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2022","2022","PC","Percentage","0","Units",,,28.097,,
"SWE","Sweden","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","1950","1950","PC","Percentage","0","Units",,,0.074,,
"SWE","Sweden","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","1960","1960","PC","Percentage","0","Units",,,0.082,,
"SWE","Sweden","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","1970","1970","PC","Percentage","0","Units",,,0.297,,
"SWE","Sweden","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","1980","1980","PC","Percentage","0","Units",,,1.013,,
"SWE","Sweden","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","1990","1990","PC","Percentage","0","Units",,,1.612,,
"SWE","Sweden","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2000","2000","PC","Percentage","0","Units",,,12.268,,
"SWE","Sweden","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2010","2010","PC","Percentage","0","Units",,,14.196,,
"SWE","Sweden","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2015","2015","PC","Percentage","0","Units",,,14.505,,
"SWE","Sweden","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2016","2016","PC","Percentage","0","Units",,,14.571,,
"SWE","Sweden","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2017","2017","PC","Percentage","0","Units",,,14.78,,
"SWE","Sweden","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2018","2018","PC","Percentage","0","Units",,,14.979,,
"SWE","Sweden","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2019","2019","PC","Percentage","0","Units",,,15.085,,
"SWE","Sweden","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2020","2020","PC","Percentage","0","Units",,,15.143,,
"SWE","Sweden","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2021","2021","PC","Percentage","0","Units",,,15.267,,
"SWE","Sweden","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2022","2022","PC","Percentage","0","Units",,,15.28,,
"CHE","Switzerland","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","1950","1950","PC","Percentage","0","Units",,,1.912,,
"CHE","Switzerland","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","1960","1960","PC","Percentage","0","Units",,,1.912,,
"CHE","Switzerland","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","1970","1970","PC","Percentage","0","Units",,,1.912,,
"CHE","Switzerland","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","1980","1980","PC","Percentage","0","Units",,,1.919,,
"CHE","Switzerland","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","1990","1990","PC","Percentage","0","Units",,,2.08,,
"CHE","Switzerland","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2000","2000","PC","Percentage","0","Units",,,6.275,,
"CHE","Switzerland","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2010","2010","PC","Percentage","0","Units",,,9.762,,
"CHE","Switzerland","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2015","2015","PC","Percentage","0","Units",,,9.776,,
"CHE","Switzerland","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2016","2016","PC","Percentage","0","Units",,,9.787,,
"CHE","Switzerland","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2017","2017","PC","Percentage","0","Units",,,9.999,,
"CHE","Switzerland","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2018","2018","PC","Percentage","0","Units",,,11.96,,
"CHE","Switzerland","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2019","2019","PC","Percentage","0","Units",,,12.043,,
"CHE","Switzerland","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2020","2020","PC","Percentage","0","Units",,,12.052,,
"CHE","Switzerland","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2021","2021","PC","Percentage","0","Units",,,12.076,,
"CHE","Switzerland","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2022","2022","PC","Percentage","0","Units",,,12.076,,
"GBR","United Kingdom","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","1950","1950","PC","Percentage","0","Units",,,0.316,,
"GBR","United Kingdom","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","1960","1960","PC","Percentage","0","Units",,,8.404,,
"GBR","United Kingdom","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","1970","1970","PC","Percentage","0","Units",,,11.328,,
"GBR","United Kingdom","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","1980","1980","PC","Percentage","0","Units",,,17.34,,
"GBR","United Kingdom","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","1990","1990","PC","Percentage","0","Units",,,21.486,,
"GBR","United Kingdom","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2000","2000","PC","Percentage","0","Units",,,23.726,,
"GBR","United Kingdom","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2010","2010","PC","Percentage","0","Units",,,27.415,,
"GBR","United Kingdom","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2015","2015","PC","Percentage","0","Units",,,27.627,,
"GBR","United Kingdom","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2016","2016","PC","Percentage","0","Units",,,27.632,,
"GBR","United Kingdom","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2017","2017","PC","Percentage","0","Units",,,27.675,,
"GBR","United Kingdom","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2018","2018","PC","Percentage","0","Units",,,27.721,,
"GBR","United Kingdom","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2019","2019","PC","Percentage","0","Units",,,27.731,,
"GBR","United Kingdom","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2020","2020","PC","Percentage","0","Units",,,27.739,,
"GBR","United Kingdom","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2021","2021","PC","Percentage","0","Units",,,27.739,,
"GBR","United Kingdom","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","2022","2022","PC","Percentage","0","Units",,,27.739,,
"USA","United States","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","1950","1950","PC","Percentage","0","Units",,,4.02,,
"USA","United States","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","1960","1960","PC","Percentage","0","Units",,,5.135,,
"USA","United States","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","1970","1970","PC","Percentage","0","Units",,,5.81,,
"USA","United States","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","1980","1980","PC","Percentage","0","Units",,,10.732,,
"USA","United States","ALL_INC_POINTS","All, including data recorded as points","TERRESTRIAL","Terrestrial","PCNT","Percent of total land/EEZ area","ERASED","Erased against precedent categories ","COUNTRY","Country","1990","1990","PC","Percentage","0","Units",,,11.386,,
